TSX,American Hotel Income Properties REIT LP, HOT ," 249,772,182 "," 24,320,563 ",Real Estate,IPO,20130220,BC,Canada,TSX-OTCQX,,,,,,,,Industrial/Office/Retail/Residential,,,,,,C,,Income Trust,,REIT,,," 9,607,210 "," 101,905,896 "," 20,989 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Amerigo Resources Ltd., ARG ," 61,646,760 "," 173,652,844 ",Mining,TSXV Grad,20040323,BC,Canada,TSX-Lima (BVL),TSX-OTCQX,1,,,,,,,,,,,,C,,,,,,," 14,558,866 "," 6,459,340 "," 4,706 ",10,,,,,Chile,,,,,,,1,,,1,,,,,,,,,,,,,
TSX,Amica Mature Lifestyles Inc./Style de Vie Amica Inc., ACC ," 222,111,657 "," 30,806,055 ",Real Estate,,19980519,BC,Canada,,,,,,,,,Specialized,,,,,,C,,,,,,," 7,128,011 "," 53,172,994 "," 12,972 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Amorfix Life Sciences Ltd., AMF ," 13,469,551 "," 69,074,623 ",Life Sciences,TSXV Grad,20070725,ON,Canada,,,1,1,,,,,,Biotechnology,,,,,C,,,,,,," 6,530,958 "," 2,185,163 "," 1,825 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Anaconda Mining Inc., ANX ," 8,094,553 "," 179,878,964 ",Mining,TSXV Grad,20070418,ON,Canada,,,1,,,,,,,,,,,,C,,,,,,," 31,607,933 "," 2,707,672 "," 2,400 ",10,,,NL,,,,,,,1,,,,,,,,,,,,,,,,,,
TSX,Anderson Energy Ltd., AXL ," 111,103,683 "," 173,509,701 ",Oil & Gas,Other,20050907,AB,Canada,,,,,,,,,,,,,,,C,,,,,,," 51,229,598 "," 24,206,937 "," 8,476 ",10,,,AB,,,,,,1,,,,,,,,,,,,,,,,,,,
TSX,Andrew Peller Limited/Andrew Peller Limitee, ADW ," 234,818,707 "," 14,297,870 ",Diversified Industries,,19720829,ON,Canada,,,,,,,,Consumer Products and Services,,,,,,,C,,,,,,," 1,020,986 "," 14,497,397 "," 4,399 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Anglo Pacific Group PLC, APY ," 405,182,650 "," 116,431,796 ",Mining,Other,20100709,UK,UK/Europe,TSX-LSE,,,,,,,,,,,,,,F,,,,,,," 22,090 "," 71,399 ", 70 ,10,,Australia,"Athabasca Basin,ON,Quebec",Indonesia,Brazil,,"Albania,Greenland,Spain",,,1,,,1,,,,1,,,,,,1,1,,,,Chromite
TSX,Aptose Biosciences Inc., APS ," 96,366,079 "," 11,610,371 ",Life Sciences,,19930604,ON,Canada,,,,,,,,,,Biotechnology,,,,,C,,,,,,," 80,184,367 "," 47,678,511 "," 18,178 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,Aquila Resources Inc., AQA ," 22,095,355 "," 192,133,525 ",Mining,TSXV Grad,20070528,ON,Canada,TSX-OTCQX,,1,,,,,,,,,,,,C,,,,,,," 11,871,506 "," 1,282,783 "," 1,653 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSX,ARC Resources Ltd., ARX ," 8,447,987,770 "," 317,832,497 ",Oil & Gas,,19960711,AB,Canada,,,,,60,,,,,,,,,,C,,,,,,2011," 164,018,601 "," 4,929,528,370 "," 838,092 ",10,,,"AB,BC,SK",,,,,,1,,,,,,,,,,,,,,,,,,,
TSX,Argent Energy Trust, AET ," 209,993,201 "," 64,982,261 ",Oil & Gas,IPO,20120810,AB,Canada,,,,,,,,,,,,,,,C,,Income Trust,,Energy Trust,,," 76,991,102 "," 353,398,881 "," 194,235 ",10,,,,,,,,TX,1,,,,,,,,,,,,,,,,,,,
TSX,Argex Titanium Inc., RGX ," 95,448,627 "," 143,258,269 ",Mining,TSXV Grad,20130919,Quebec,Canada,,,1,1,,,,,,,,,,,C,,,,,,," 32,596,544 "," 24,316,298 "," 10,429 ",10,,,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,Titanium
TSX,Argonaut Gold Inc., AR ," 369,981,451 "," 154,158,938 ",Mining,TSXV Grad,20091230,USA,USA,,,1,1,1,,,,,,,Reno,NV,,C,,,,,,," 173,574,958 "," 779,192,109 "," 528,035 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
